doc_number,document_id,title,authors,organization,venue,year,document_type,pdf_path,doi_or_url,pdf_url,source_api,external_id,total_pages,topics,countries,regions,sectors,climate_risks,technologies,policies,targets,indicators,abstract
D052,ramsey_2009_bayesian_radiocarbon_dates_w2167452694,Bayesian Analysis of Radiocarbon Dates,Christopher Bronk Ramsey,Radiocarbon,Radiocarbon,2009,Journal Article,data/pdfs/ramsey_2009_bayesian_radiocarbon_dates_w2167452694.pdf,https://doi.org/10.1017/s0033822200033865,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/F622173B70F9C1597F2738DEFC597114/S0033822200033865a.pdf/div-class-title-bayesian-analysis-of-radiocarbon-dates-div.pdf,OpenAlex,W2167452694,24,policy and governance,,,energy,,machine learning,,,,
D053,pesnell_2011_solar_dynamics_observatory_sdo_w2094483427,The Solar Dynamics Observatory (SDO),W. D. Pesnell; B. J. Thompson; Phillip C. Chamberlin,Solar Physics,Solar Physics,2011,Journal Article,data/pdfs/pesnell_2011_solar_dynamics_observatory_sdo_w2094483427.pdf,https://doi.org/10.1007/s11207-011-9841-3,https://link.springer.com/content/pdf/10.1007/s11207-011-9841-3.pdf,OpenAlex,W2094483427,13,renewable energy,Global; Oman; United States,Europe; Global; Middle East,energy; transport,,,Nationally Determined Contributions,,,
D054,gent_2011_community_climate_system_version_4_w1985217958,The Community Climate System Model Version 4,Peter R. Gent; Gökhan Danabasoglu; Leo J. Donner; Marika M. Holland; Elizabeth Hunke; Steven R. Jayne; David M. Lawrence; Richard Neale; Philip J. Rasch; Mariana Vertenstein; Patrick H Worley; Zong‐Liang Yang; Minghua Zhang,Journal of Climate,Journal of Climate,2011,Journal Article,data/pdfs/gent_2011_community_climate_system_version_4_w1985217958.pdf,https://doi.org/10.1175/2011jcli4083.1,https://journals.ametsoc.org/downloadpdf/journals/clim/24/19/2011jcli4083.1.pdf,OpenAlex,W1985217958,19,climate science,Global; United States,Europe; Global; Gulf Region; Middle East,energy; industry; water,,forecasting; machine learning,Nationally Determined Contributions,,,
D055,kay_2014_community_earth_system_cesm_large_ensemble_project_community_w2125634634,The Community Earth System Model (CESM) Large Ensemble Project: A Community Resource for Studying Climate Change in the Presence of Internal Climate Variability,Jennifer E. Kay; Clara Deser; Adam S. Phillips; A. Mai; Cécile Hannay; Gary Strand; Julie M. Arblaster; Susan C. Bates; Gökhan Danabasoglu; James Edwards; Marika M. Holland; Paul J. Kushner; Jean‐François Lamarque; David M. Lawrence; Keith Lindsay; Alexandra Middleton; E. Munoz; Richard Neale; Keith W. Oleson; Lorenzo M. Polvani; Mariana Vertenstein,Bulletin of the American Meteorological Society,Bulletin of the American Meteorological Society,2014,Journal Article,data/pdfs/kay_2014_community_earth_system_cesm_large_ensemble_project_community_w2125634634.pdf,https://doi.org/10.1175/bams-d-13-00255.1,https://journals.ametsoc.org/downloadpdf/journals/bams/96/8/bams-d-13-00255.1.pdf,OpenAlex,W2125634634,18,climate science,Global; United States,Global,energy; industry; water,emissions,,,,,
D056,taylor_2012_ground_water_climate_change_w2155347783,Ground water and climate change,Richard G. Taylor; Bridget R. Scanlon; Petra Döll; Matthew Rodell; Rens van Beek; Yoshihide Wada; Laurent Longuevergne; Marc Leblanc; J. S. Famiglietti; Mike Edmunds; Leonard F. Konikow; Timothy R. Green; Jianyao Chen; Makoto Taniguchi; Marc F. P. Bierkens; Alan MacDonald; Ying Fan; R. M. Maxwell; Yossi Yechieli; Jason J. Gurdak; D. M. Allen; Mohammad Shamsudduha; Kevin M. Hiscock; Pat J.‐F. Yeh; Ian Holman; Holger Treidel,Nature Climate Change,Nature Climate Change,2012,Journal Article,data/pdfs/taylor_2012_ground_water_climate_change_w2155347783.pdf,https://doi.org/10.1038/nclimate1744,https://ntrs.nasa.gov/api/citations/20140006609/downloads/20140006609.pdf,OpenAlex,W2155347783,9,adaptation; climate science,China; Global; United States,Africa; Global,agriculture; energy; industry; infrastructure; water,drought; flooding,green hydrogen,,,temperature rise,
D057,collins_2006_community_climate_system_version_3_ccsm3_w2015834247,The Community Climate System Model Version 3 (CCSM3),William D. Collins; Cecilia M. Bitz; Maurice L. Blackmon; Gordon B. Bonan; Christopher S. Bretherton; James A. Carton; Ping Chang; Scott C. Doney; James J. Hack; Thomas B. Henderson; J. T. Kiehl; William G. Large; D. S. McKenna; Benjamin D. Santer; Richard D. Smith,Journal of Climate,Journal of Climate,2006,Journal Article,data/pdfs/collins_2006_community_climate_system_version_3_ccsm3_w2015834247.pdf,https://doi.org/10.1175/jcli3761.1,https://journals.ametsoc.org/downloadpdf/journals/clim/19/11/jcli3761.1.pdf,OpenAlex,W2015834247,22,climate science,Global,Europe; Global,energy; industry; water,,,Nationally Determined Contributions,,,
D058,hoesly_2018_historical_1750_2014_anthropogenic_emissions_reactive_gases_aerosols_w2600399632,Historical (1750–2014) anthropogenic emissions of reactive gases and aerosols from the Community Emissions Data System (CEDS),Rachel Hoesly; Steven J. Smith; Leyang Feng; Zbigniew Klimont; Greet Janssens‐Maenhout; Tyler Pitkanen; Jonathan J. Seibert; Linh Vu; R. J. Andres; Ryan M. Bolt; Tami C. Bond; Laura Dawidowski; Nazar Kholod; June-ichi Kurokawa; Meng Li; Liang Liu; Zifeng Lü; Maria Cecilia P. Moura; Patrick O’Rourke; Qiang Zhang,Geoscientific model development,Geoscientific model development,2018,Journal Article,data/pdfs/hoesly_2018_historical_1750_2014_anthropogenic_emissions_reactive_gases_aerosols_w2600399632.pdf,https://doi.org/10.5194/gmd-11-369-2018,https://www.geosci-model-dev.net/11/369/2018/gmd-11-369-2018.pdf,OpenAlex,W2600399632,40,policy and governance,China; Global; United States,Asia; Europe; Global,energy; industry; transport,emissions,machine learning,Nationally Determined Contributions,,,
D059,zhang_2009_asian_emissions_2006_nasa_intex_b_mission_w2140805694,Asian emissions in 2006 for the NASA INTEX-B mission,Q. Zhang; David G. Streets; Gregory R. Carmichael; Kebin He; Hong Huo; Akiyoshi Kannari; Zbigniew Klimont; I. S. Park; S. Reddy; Joshua S. Fu; D. Chen; L. Duan; Yu Lei; L. T. Wang; Zhiliang Yao,Atmospheric chemistry and physics,Atmospheric chemistry and physics,2009,Journal Article,data/pdfs/zhang_2009_asian_emissions_2006_nasa_intex_b_mission_w2140805694.pdf,https://doi.org/10.5194/acp-9-5131-2009,https://acp.copernicus.org/articles/9/5131/2009/acp-9-5131-2009.pdf,OpenAlex,W2140805694,23,,China; Global; United States,Asia; Europe; Global,buildings; energy; industry; transport,emissions,,,,,
D060,prentice_1992_special_paper_global_biome_plant_physiology_dominance_soil_w2182526330,"Special Paper: A Global Biome Model Based on Plant Physiology and Dominance, Soil Properties and Climate",I. Colin Prentice; Wolfgang Crämer; Sandy P. Harrison; Rik Leemans; Robert A. Monserud; Allen M. Solomon,Journal of Biogeography,Journal of Biogeography,1992,Journal Article,data/pdfs/prentice_1992_special_paper_global_biome_plant_physiology_dominance_soil_w2182526330.pdf,https://doi.org/10.2307/2845499,https://amu.hal.science/hal-01788308/document,OpenAlex,W2182526330,19,carbon capture; climate science; policy and governance,Global; United States,Global,health; water,drought,carbon capture; forecasting,Nationally Determined Contributions,,,
D061,foden_2018_climate_change_vulnerability_assessment_species_w2894287306,Climate change vulnerability assessment of species,Wendy Foden; Bruce E. Young; H. Reşi̇t Akçakaya; Raquel A. Garcia; Ary A. Hoffmann; Bruce A. Stein; Chris D. Thomas; Christopher J. Wheatley; David Bickford; Jamie Carr; David Hole; Tara G. Martin; Michela Pacifici; James W. Pearce‐Higgins; Philip J. Platts; Piero Visconti; James Watson; Brian Huntley,Wiley Interdisciplinary Reviews Climate Change,Wiley Interdisciplinary Reviews Climate Change,2018,Journal Article,data/pdfs/foden_2018_climate_change_vulnerability_assessment_species_w2894287306.pdf,https://doi.org/10.1002/wcc.551,https://eprints.whiterose.ac.uk/135264/1/Foden_et_al_WIREs_Accepted.pdf,OpenAlex,W2894287306,81,,,Europe,,climate vulnerability,,,,,
D062,haegel_2019_terawatt_scale_photovoltaics_transform_global_energy_w2947879750,Terawatt-scale photovoltaics: Transform global energy,N. M. Haegel; Harry A. Atwater; Teresa M. Barnes; Christian Breyer; Anthony K. Burrell; Yet‐Ming Chiang; Stefaan De Wolf; B. Dimmler; D. Feldman; Stefan W. Glunz; Jan Christoph Goldschmidt; David Hochschild; Rubén Inzunza; Izumi Kaizuka; B. Kroposki; Sarah Kurtz; S. Leu; Robert Margolis; Koji Matsubara; A. Metz; Wyatt K. Metzger; Mahesh Morjaria; Shigeru Niki; Stefan Nowak; Ian Marius Peters; Simon P. Philipps; Thomas Reindl; André Richter; D. M. Rose; K. Sakurai; Rutger Schlatmann; Masahiro Shikano; W.C. Sinke; R.A. Sinton; B.J. Stanbery; Marko Topič; William Tumas; Yuzuru Ueda; Jao van de Lagemaat; Pierre Verlinden; Matthias Vetter; Emily L. Warren; Mary Werner; Masafumi Yamaguchi; Andreas W. Bett,Science,Science,2019,Journal Article,data/pdfs/haegel_2019_terawatt_scale_photovoltaics_transform_global_energy_w2947879750.pdf,https://doi.org/10.1126/science.aaw1845,https://www.osti.gov/servlets/purl/1545001,OpenAlex,W2947879750,3,climate science; energy transition; mitigation; renewable energy; sustainability,Germany; Global; United States,Europe; Global,energy; industry; transport; water,emissions,battery storage; electric vehicles; forecasting; green hydrogen; machine learning; solar PV; wind energy,,,,
D063,vaiapury_2025_aero_redirection_optimization_framework_inspired_judo_robust_probabilistic_2506_02415v1,AERO: A Redirection-Based Optimization Framework Inspired by Judo for Robust Probabilistic Forecasting,Karthikeyan Vaiapury,arXiv,arXiv,2025,Research Paper,data/pdfs/vaiapury_2025_aero_redirection_optimization_framework_inspired_judo_robust_probabilistic_2506_02415v1.pdf,http://arxiv.org/abs/2506.02415v1,https://arxiv.org/pdf/2506.02415v1.pdf,arXiv,2506.02415v1,15,adaptation; climate AI; policy and governance; renewable energy,India,Europe,energy; industry,,forecasting; machine learning; solar PV,Nationally Determined Contributions,,,"Optimization remains a fundamental pillar of machine learning, yet existing methods often struggle to maintain stability and adaptability in dynamic, non linear systems, especially under uncertainty. We introduce AERO (Adversarial Energy-based Redirection Optimization), a novel framework inspired by the redirection principle in Judo, where external disturbances are leveraged rather than resisted. AERO reimagines optimization as a redirection process guided by 15 interrelated axioms encompassing adversarial correction, energy conservation, and disturbance-aware learning. By projecting gradients, integrating uncertainty driven dynamics, and managing learning energy, AERO offers a principled approach to stable and robust model updates. Applied to probabilistic solar energy forecasting, AERO demonstrates substantial gains in predictive accuracy, reliability, and adaptability, especially in noisy and uncertain environments. Our findings highlight AERO as a compelling new direction in the theoretical and practical landscape of optimization."
D064,schuurman_2024_surface_solar_radiation_ai_satellite_retrieval_can_outperform_2409_16316v2,Surface solar radiation: AI satellite retrieval can outperform Heliosat and generalizes well to other climate zones,K. R. Schuurman; A. Meyer,arXiv,arXiv,2024,Research Paper,data/pdfs/schuurman_2024_surface_solar_radiation_ai_satellite_retrieval_can_outperform_2409_16316v2.pdf,http://arxiv.org/abs/2409.16316v2,https://arxiv.org/pdf/2409.16316v2.pdf,arXiv,2409.16316v2,31,climate AI; renewable energy,,Africa; Europe,energy,,deep learning; forecasting; remote sensing; solar PV,Nationally Determined Contributions,,,"Accurate estimates of surface solar irradiance (SSI) are essential for solar resource assessments and solar energy forecasts in grid integration and building control applications. SSI estimates for spatially extended regions can be retrieved from geostationary satellites such as Meteosat. Traditional SSI satellite retrievals like Heliosat rely on physical radiative transfer modelling. We introduce the first machine-learning-based satellite retrieval for instantaneous SSI and demonstrate its capability to provide accurate and generalizable SSI estimates across Europe. Our deep learning retrieval provides near real-time SSI estimates based on data-driven emulation of Heliosat and fine-tuning on pyranometer networks. By including SSI from ground stations, our SSI retrieval model can outperform Heliosat accuracy and generalize well to regions with other climates and surface albedos in cloudy conditions (clear-sky index < 0.8). We also show that the SSI retrieved from Heliosat exhibits large biases in mountain regions, and that training and fine-tuning our retrieval models on SSI data from ground stations strongly reduces these biases, outperforming Heliosat. Furthermore, we quantify the relative importance of the Meteosat channels and other predictor variables like solar zenith angle for the accuracy of our deep learning SSI retrieval model in different cloud conditions. We find that in cloudy conditions multiple near-infrared and infrared channels enhance the performance. Our results can facilitate the development of more accurate satellite retrieval models of surface solar irradiance."
D065,horat_2024_improving_chain_approaches_probabilistic_solar_energy_forecasting_through_2406_04424v1,Improving Model Chain Approaches for Probabilistic Solar Energy Forecasting through Post-processing and Machine Learning,Nina Horat; Sina Klerings; Sebastian Lerch,arXiv,arXiv,2024,Research Paper,data/pdfs/horat_2024_improving_chain_approaches_probabilistic_solar_energy_forecasting_through_2406_04424v1.pdf,http://arxiv.org/abs/2406.04424v1,https://arxiv.org/pdf/2406.04424v1.pdf,arXiv,2406.04424v1,22,climate AI; climate science; renewable energy,Germany; Global; United States,Europe; Global,energy,emissions,deep learning; forecasting; machine learning; solar PV; wind energy,Nationally Determined Contributions,,CO2 emissions; renewable capacity,"Weather forecasts from numerical weather prediction models play a central role in solar energy forecasting, where a cascade of physics-based models is used in a model chain approach to convert forecasts of solar irradiance to solar power production, using additional weather variables as auxiliary information. Ensemble weather forecasts aim to quantify uncertainty in the future development of the weather, and can be used to propagate this uncertainty through the model chain to generate probabilistic solar energy predictions. However, ensemble prediction systems are known to exhibit systematic errors, and thus require post-processing to obtain accurate and reliable probabilistic forecasts. The overarching aim of our study is to systematically evaluate different strategies to apply post-processing methods in model chain approaches: Not applying any post-processing at all; post-processing only the irradiance predictions before the conversion; post-processing only the solar power predictions obtained from the model chain; or applying post-processing in both steps. In a case study based on a benchmark dataset for the Jacumba solar plant in the U.S., we develop statistical and machine learning methods for post-processing ensemble predictions of global horizontal irradiance and solar power generation. Further, we propose a neural network-based model for direct solar power forecasting that bypasses the model chain. Our results indicate that post-processing substantially improves the solar power generation forecasts, in particular when post-processing is applied to the power predictions. The machine learning methods for post-processing yield slightly better probabilistic forecasts, and the direct forecasting approach performs comparable to the post-processing strategies."
D066,mol_2023_observed_patterns_surface_solar_irradiance_under_cloudy_clear_2307_06980v2,Observed Patterns of Surface Solar Irradiance under Cloudy and Clear-sky Conditions,Wouter Mol; Bert Heusinkveld; Mary Rose Mangan; Oscar Hartogensis; Menno Veerman; Chiel van Heerwaarden,arXiv,arXiv,2023,Research Paper,data/pdfs/mol_2023_observed_patterns_surface_solar_irradiance_under_cloudy_clear_2307_06980v2.pdf,http://arxiv.org/abs/2307.06980v2,https://arxiv.org/pdf/2307.06980v2.pdf,arXiv,2307.06980v2,29,renewable energy,Germany,Europe,agriculture; energy; industry; water,,forecasting; solar PV,Nationally Determined Contributions,,,"Surface solar irradiance varies on scales as small as seconds or meters due to scattering and absorption by the atmosphere. Clouds are the main driver of this variability, but moisture structures in the atmospheric boundary layer and aerosols have an influence too, and depend on wavelength. The highly variable nature of solar irradiance is not resolved by most atmospheric models, yet it affects most notably the land-atmosphere coupling, which in turn can change the cloud field, and the quality of solar energy forecasting. Spatially and spectrally resolved observational datasets of solar irradiance at such high resolution are rare, but they are required for characterising observed variability, understanding the mechanisms, and developing fast models capable of accurately resolving this variability. In 2021, we deployed a spatial network of low-cost radiometers at the FESSTVaL (Germany) and LIAISE (Spain) field campaigns, specifically to gather data on cloud-driven surface patterns of irradiance, including spectral effects, with the aim to address this gap in observations and understanding. We find in case studies of cumulus, altocumulus, and cirrus clouds that these clouds generate large spatiotemporal variability in irradiance, but through different mechanisms and at difference spatial scales, ranging from 50 m to 30 km. Spectral irradiance in the visible range varies at similar spatial scales, with significant blue enrichment in cloud shadows, most strongly for cumulus, and red enrichment in irradiance peaks, particularly in the case of semi-transparent clouds or near cumulus cloud edges. Under clear-sky conditions, solar irradiance varies significantly in water vapour absorption bands at the minute scale, due to local and regional variability in atmospheric moisture."
D067,vyas_2022_forecasting_solar_power_generation_basis_predictive_corrective_maintenance_2205_08109v1,Forecasting Solar Power Generation on the basis of Predictive and Corrective Maintenance Activities,Soham Vyas; Yuvraj Goyal; Neel Bhatt; Sanskar Bhuwania; Hardik Patel; Shakti Mishra; Brijesh Tripathi,arXiv,arXiv,2022,Research Paper,data/pdfs/vyas_2022_forecasting_solar_power_generation_basis_predictive_corrective_maintenance_2205_08109v1.pdf,http://arxiv.org/abs/2205.08109v1,https://arxiv.org/pdf/2205.08109v1.pdf,arXiv,2205.08109v1,5,climate AI; climate science; renewable energy,India; United States,Europe,energy; industry,,deep learning; forecasting; machine learning; solar PV; transformer; wind energy,,,,"Solar energy forecasting has seen tremendous growth in the last decade using historical time series collected from a weather station, such as weather variables wind speed and direction, solar radiance, and temperature. It helps in the overall management of solar power plants. However, the solar power plant regularly requires preventive and corrective maintenance activities that further impact energy production. This paper presents a novel work for forecasting solar power energy production based on maintenance activities, problems observed at a power plant, and weather data. The results accomplished on the datasets obtained from the 1MW solar power plant of PDEU (our university) that has generated data set with 13 columns as daily entries from 2012 to 2020. There are 12 structured columns and one unstructured column with manual text entries about different maintenance activities, problems observed, and weather conditions daily. The unstructured column is used to create a new feature column vector using Hash Map, flag words, and stop words. The final dataset comprises five important feature vector columns based on correlation and causality analysis."
D068,guen_2022_deep_learning_spatio_temporal_forecasting_application_solar_energy_2205_03571v1,Deep learning for spatio-temporal forecasting -- application to solar energy,Vincent Le Guen,arXiv,arXiv,2022,Research Paper,data/pdfs/guen_2022_deep_learning_spatio_temporal_forecasting_application_solar_energy_2205_03571v1.pdf,http://arxiv.org/abs/2205.03571v1,https://arxiv.org/pdf/2205.03571v1.pdf,arXiv,2205.03571v1,216,climate AI; renewable energy,,Europe,energy,,deep learning; forecasting; solar PV,,,,"This thesis tackles the subject of spatio-temporal forecasting with deep learning. The motivating application at Electricity de France (EDF) is short-term solar energy forecasting with fisheye images. We explore two main research directions for improving deep forecasting methods by injecting external physical knowledge. The first direction concerns the role of the training loss function. We show that differentiable shape and temporal criteria can be leveraged to improve the performances of existing models. We address both the deterministic context with the proposed DILATE loss function and the probabilistic context with the STRIPE model. Our second direction is to augment incomplete physical models with deep data-driven networks for accurate forecasting. For video prediction, we introduce the PhyDNet model that disentangles physical dynamics from residual information necessary for prediction, such as texture or details. We further propose a learning framework (APHYNITY) that ensures a principled and unique linear decomposition between physical and data-driven components under mild assumptions, leading to better forecasting performances and parameter identification."
D069,orang_2022_introducing_randomized_high_order_fuzzy_cognitive_maps_as_2201_02158v2,Introducing Randomized High Order Fuzzy Cognitive Maps as Reservoir Computing Models: A Case Study in Solar Energy and Load Forecasting,Omid Orang; Petrônio Cândido de Lima Silva; Frederico Gadelha Guimarães,arXiv,arXiv,2022,Research Paper,data/pdfs/orang_2022_introducing_randomized_high_order_fuzzy_cognitive_maps_as_2201_02158v2.pdf,http://arxiv.org/abs/2201.02158v2,https://arxiv.org/pdf/2201.02158v2.pdf,arXiv,2201.02158v2,26,climate science; renewable energy,United States,Europe,energy,,forecasting; machine learning; solar PV,Nationally Determined Contributions,,,"Fuzzy Cognitive Maps (FCMs) have emerged as an interpretable signed weighted digraph method consisting of nodes (concepts) and weights which represent the dependencies among the concepts. Although FCMs have attained considerable achievements in various time series prediction applications, designing an FCM model with time-efficient training method is still an open challenge. Thus, this paper introduces a novel univariate time series forecasting technique, which is composed of a group of randomized high order FCM models labeled R-HFCM. The novelty of the proposed R-HFCM model is relevant to merging the concepts of FCM and Echo State Network (ESN) as an efficient and particular family of Reservoir Computing (RC) models, where the least squares algorithm is applied to train the model. From another perspective, the structure of R-HFCM consists of the input layer, reservoir layer, and output layer in which only the output layer is trainable while the weights of each sub-reservoir components are selected randomly and keep constant during the training process. As case studies, this model considers solar energy forecasting with public data for Brazilian solar stations as well as Malaysia dataset, which includes hourly electric load and temperature data of the power supply company of the city of Johor in Malaysia. The experiment also includes the effect of the map size, activation function, the presence of bias and the size of the reservoir on the accuracy of R-HFCM method. The obtained results confirm the outperformance of the proposed R-HFCM model in comparison to the other methods. This study provides evidence that FCM can be a new way to implement a reservoir of dynamics in time series modelling."
D070,schulz_2021_post_processing_numerical_weather_prediction_ensembles_probabilistic_solar_2101_06717v2,Post-processing numerical weather prediction ensembles for probabilistic solar irradiance forecasting,Benedikt Schulz; Mehrez El Ayari; Sebastian Lerch; Sándor Baran,arXiv,arXiv,2021,Research Paper,data/pdfs/schulz_2021_post_processing_numerical_weather_prediction_ensembles_probabilistic_solar_2101_06717v2.pdf,http://arxiv.org/abs/2101.06717v2,https://arxiv.org/pdf/2101.06717v2.pdf,arXiv,2101.06717v2,32,climate science; renewable energy,Germany,,energy,emissions,forecasting; solar PV,,Reduce Emissions,,"In order to enable the transition towards renewable energy sources, probabilistic energy forecasting is of critical importance for incorporating volatile power sources such as solar energy into the electrical grid. Solar energy forecasting methods often aim to provide probabilistic predictions of solar irradiance. In particular, many hybrid approaches combine physical information from numerical weather prediction models with statistical methods. Even though the physical models can provide useful information at intra-day and day-ahead forecast horizons, ensemble weather forecasts from multiple model runs are often not calibrated and show systematic biases. We propose a post-processing model for ensemble weather predictions of solar irradiance at temporal resolutions between 30 minutes and 6 hours. The proposed models provide probabilistic forecasts in the form of a censored logistic probability distribution for lead times up to 5 days and are evaluated in two case studies covering distinct physical models, geographical regions, temporal resolutions, and types of solar irradiance. We find that post-processing consistently and significantly improves the forecast performance of the ensemble predictions for lead times up to at least 48 hours and is well able to correct the systematic lack of calibration."
D071,paletta_2020_temporally_consistent_image_sun_tracking_algorithm_solar_energy_2012_01059v3,A Temporally Consistent Image-based Sun Tracking Algorithm for Solar Energy Forecasting Applications,Quentin Paletta; Joan Lasenby,arXiv,arXiv,2020,Research Paper,data/pdfs/paletta_2020_temporally_consistent_image_sun_tracking_algorithm_solar_energy_2012_01059v3.pdf,http://arxiv.org/abs/2012.01059v3,https://arxiv.org/pdf/2012.01059v3.pdf,arXiv,2012.01059v3,10,renewable energy,Global,Europe; Global,energy; industry,,forecasting; solar PV,,,,"Improving irradiance forecasting is critical to further increase the share of solar in the energy mix. On a short time scale, fish-eye cameras on the ground are used to capture cloud displacements causing the local variability of the electricity production. As most of the solar radiation comes directly from the Sun, current forecasting approaches use its position in the image as a reference to interpret the cloud cover dynamics. However, existing Sun tracking methods rely on external data and a calibration of the camera, which requires access to the device. To address these limitations, this study introduces an image-based Sun tracking algorithm to localise the Sun in the image when it is visible and interpolate its daily trajectory from past observations. We validate the method on a set of sky images collected over a year at SIRTA's lab. Experimental results show that the proposed method provides robust smooth Sun trajectories with a mean absolute error below 1% of the image size."
D072,shahid_2020_short_term_solar_energy_prediction_machine_learning_algorithms_2012_00688v1,Short term solar energy prediction by machine learning algorithms,Farah Shahid; Aneela Zameer; Mudasser Afzal; Muhammad Hassan,arXiv,arXiv,2020,Research Paper,data/pdfs/shahid_2020_short_term_solar_energy_prediction_machine_learning_algorithms_2012_00688v1.pdf,http://arxiv.org/abs/2012.00688v1,https://arxiv.org/pdf/2012.00688v1.pdf,arXiv,2012.00688v1,17,climate AI; renewable energy,Global,Europe; Global,buildings; energy; industry; water,,deep learning; forecasting; machine learning; solar PV; wind energy,,,,"Smooth power generation from solar stations demand accurate, reliable and efficient forecast of solar energy for optimal integration to cater market demand; however, the implicit instability of solar energy production may cause serious problems for the smooth power generation. We report daily prediction of solar energy by exploiting the strength of machine learning techniques to capture and analyze complicated behavior of enormous features effectively. For this purpose, dataset comprising of 98 solar stations has been taken from energy competition of American Meteorological Society (AMS) for predicting daily solar energy. Forecast models of base line regressors including linear, ridge, lasso, decision tree, random forest and artificial neural networks have been implemented on the AMS solar dataset. Grid size is converted into two sections: 16x9 and 10x4 to ascertain attributes contributing more towards the generated power from densely located stations on global ensemble forecast system (GEFS). To evaluate the models, statistical measures of prediction error in terms of RMSE, MAE and R2_score have been analyzed and compared with the existing techniques. It has been observed that improved accuracy is achieved through random forest and ridge regressor for both grid sizes in contrast to all other proposed methods. Stability and reliability of the proposed schemes are evaluated on a single solar station as well as on multiple independent runs."
D073,dlamini_2019_adaptive_resource_management_virtualized_computing_platform_within_edge_1906_05008v1,Adaptive Resource Management for a Virtualized Computing Platform within Edge Computing,Thembelihle Dlamini; Ángel Fernandez Gambın,arXiv,arXiv,2019,Research Paper,data/pdfs/dlamini_2019_adaptive_resource_management_virtualized_computing_platform_within_edge_1906_05008v1.pdf,http://arxiv.org/abs/1906.05008v1,https://arxiv.org/pdf/1906.05008v1.pdf,arXiv,1906.05008v1,9,climate AI; policy and governance; renewable energy; sustainability,Saudi Arabia; United States,Europe,energy; industry; infrastructure,emissions,battery storage; deep learning; forecasting; solar PV,,,,"In virtualized computing platforms, energy consumption is related to the computing-plus-communication processes. However, most of the proposed energy consumption models and energy saving solutions found in literature consider only the active Virtual Machines (VMs), thus the overall operational energy expenditure is usually related to solely the computation process. To address this shortcoming, in this paper we consider a computing-plus-communication energy model, within the Multi-access Edge Computing (MEC) paradigm, and then put forward a combination of a traffic engineering- and MEC Location Service-based online server management algorithm with Energy Harvesting (EH) capabilities, called Automated Resource Controller for Energy-aware Server (ARCES), for autoscaling and reconfiguring the computing-plus-communication resources. The main goal is to minimize the overall energy consumption, under hard per-task delay constraints (i.e., Quality of Service (QoS)). ARCES jointly performs (i) a short-term server demand and harvested solar energy forecasting, (ii) VM soft-scaling, workload and processing rate allocation and lastly, (iii) switching on/off of transmission drivers (i.e., fast tunable lasers) coupled with the location-aware traffic scheduling. Our numerical results reveal that ARCES achieves on average energy savings of 69%, and an energy consumption ranging from 31%-45%and from 21%-25% at different values of per-VM reconfiguration cost, with respect to the case where no energy management is applied."
D074,li_2019_deep_distribution_regression_1903_06023v1,Deep Distribution Regression,Rui Li; Howard D. Bondell; Brian J. Reich,arXiv,arXiv,2019,Research Paper,data/pdfs/li_2019_deep_distribution_regression_1903_06023v1.pdf,http://arxiv.org/abs/1903.06023v1,https://arxiv.org/pdf/1903.06023v1.pdf,arXiv,1903.06023v1,19,climate AI; climate science; renewable energy,Global,Europe; Global,energy; transport,,deep learning; forecasting; solar PV,,,,"Due to their flexibility and predictive performance, machine-learning based regression methods have become an important tool for predictive modeling and forecasting. However, most methods focus on estimating the conditional mean or specific quantiles of the target quantity and do not provide the full conditional distribution, which contains uncertainty information that might be crucial for decision making. In this article, we provide a general solution by transforming a conditional distribution estimation problem into a constrained multi-class classification problem, in which tools such as deep neural networks. We propose a novel joint binary cross-entropy loss function to accomplish this goal. We demonstrate its performance in various simulation studies comparing to state-of-the-art competing methods. Additionally, our method shows improved accuracy in a probabilistic solar energy forecasting problem."
